starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	1
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	2	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	6
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	6
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	2	8	1
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	6
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	6
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	6
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	2	8	1
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	0	8	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	6	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	0	8	8	7
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	7	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	0	8	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	2	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	5	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	6	3	8	1
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	5	3	8	2
Thu Jan 06 20:52:21 2022	1641498741	1	7	8	6
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	5
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	4	8	3
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	3	6	8	5
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	2
Thu Jan 06 20:52:21 2022	1641498741	3	5	8	3
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	4
Thu Jan 06 20:52:21 2022	1641498741	4	5	8	2
